Country Name,"Country Code","Series Name","Series Code","2006 [YR2006]","2007 [YR2007]","2008 [YR2008]","2009 [YR2009]","2010 [YR2010]","2011 [YR2011]","2012 [YR2012]","2013 [YR2013]","2014 [YR2014]","2015 [YR2015]"
Argentina,"ARG","Improved sanitation facilities (% of population with access)","SH.STA.ACSN","93.5","93.9","94.2","94.5","94.9","95.2","95.5","95.8","96.1","96.4"
Argentina,"ARG","Improved water source (% of population with access)","SH.H2O.SAFE.ZS","97.5","97.7","97.9","98.1","98.2","98.4","98.6","98.8","98.9","99.1"
Argentina,"ARG","Income share held by lowest 20%","SI.DST.FRST.20","3.58","3.86","3.93","3.93","4.36","4.58","4.73","4.75","..",".."
Argentina,"ARG","Industry, value added (% of GDP)","NV.IND.TOTL.ZS","35.1118287848407","33.6056463181111","33.119082506802","31.7352863757781","30.9040009435871","31.1276449786328","29.7894829871528","28.7862622554011","28.7613473734568",".."
Argentina,"ARG","Inflation, GDP deflator (annual %)","NY.GDP.DEFL.KD.ZG","15.2424334139013","17.6789209711745","21.2456715033139","9.88504085289779","17.2105724723852","17.7976859991023","18.6664479868475","19.7124714130445","29.3413646026982",".."
Argentina,"ARG","Internet users (per 100 people)","IT.NET.USER.P2","20.9272021035896","25.9466329403819","28.1126234799907","34","45","51","55.8","59.9","64.7",".."
Argentina,"ARG","Life expectancy at birth, total (years)","SP.DYN.LE00.IN","74.8499024390244","75.0090487804878","75.1662682926829","75.3245609756098","75.4849756097561","75.6490487804878","75.816243902439","75.9860975609756","76.1586097560976",".."
Argentina,"ARG","Merchandise trade (% of GDP)","TG.VAL.TOTL.GD.ZS","30.7226062975864","30.5130447029869","31.5714919752886","25.0799013552962","27.0729863735592","28.3873778319738","24.4807865513755","24.1059743798466","24.3706257114305",".."
Argentina,"ARG","Military expenditure (% of GDP)","MS.MIL.XPND.GD.ZS","0.697879247367395","0.691981964580775","0.682994134877242","0.783761711581475","0.747778636335571","0.720326045917766","0.748596481666467","0.823482588736399","0.90853541344597",".."
Argentina,"ARG","Mobile cellular subscriptions (per 100 people)","IT.CEL.SETS.P2","80.8188264138509","102.721528270687","117.221183351189","131.129449217276","141.383021999383","149.090622449436","156.56475598674","162.527421663231","158.798561112357",".."
Argentina,"ARG","Mortality rate, under-5 (per 1,000)","SH.DYN.MORT","16.4","15.8","15.4","15","14.6","14.2","13.8","13.3","12.9","12.5"
Argentina,"ARG","Net barter terms of trade index (2000 = 100)","TT.PRI.MRCH.XD.WD","121.9867318647","136.0798619957","169.9395313215","141.3192754205","148.735231645","175.4203564847","177.9632240419","174.0257502555","170.2755483564",".."
Argentina,"ARG","Net migration","SM.POP.NETM","..","-84998","..","..","..","..","30000","..","..",".."
Argentina,"ARG","Net official development assistance and official aid received (current US$)","DT.ODA.ALLD.CD","115080000","101340000","130580000","126730000","121040000","88700000","179500000","32500000","49190000",".."
Argentina,"ARG","Overall level of statistical capacity (scale 0 - 100)","IQ.SCI.OVRL","88.8888888888889","85.5555555555555","86.6666666666667","87.7777777777778","86.6666666666667","85.5555555555555","85.5555555555555","76.6666666666667","83.3333333333333","95.5555666666667"
Argentina,"ARG","Personal remittances, received (current US$)","BX.TRF.PWKR.CD.DT","541300000","606430000","697560000","620589349.925834","644300740.057192","697379575.129916","576483051.580408","533780605.707285","501175835.654726","489417095.778726"
Argentina,"ARG","Population density (people per sq. km of land area)","EN.POP.DNST","14.4549620161582","14.605199346656","14.7557304627123","14.9080242921193","15.063041484421","15.2211671764065","15.3818021040015","15.5437057174908","15.7051131110941","15.8646960379144"
Argentina,"ARG","Population growth (annual %)","SP.POP.GROW","1.0501665291824","1.03398372181811","1.02539283308112","1.02680978008519","1.03445486935138","1.04428767328593","1.04980926143269","1.04706505456002","1.03305555285726","1.01099303655331"
Argentina,"ARG","Population, total","SP.POP.TOTL","39558750","39969903","40381860","40798641","41222875","41655616","42095224","42538304","42980026","43416755"
Argentina,"ARG","Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population)","SI.POV.DDAY","4.12","3.49","2.97","3.05","2.05","1.53","1.63","1.75","..",".."
Argentina,"ARG","Poverty headcount ratio at national poverty lines (% of population)","SI.POV.NAHC","..","..","..","..","..","..","..","..","..",".."
Argentina,"ARG","Prevalence of HIV, total (% of population ages 15-49)","SH.DYN.AIDS.ZS","0.4","0.4","0.4","0.4","0.4","0.5","0.5","0.5","0.5",".."
Argentina,"ARG","Prevalence of underweight, weight for age (% of children under 5)","SH.STA.MALN.ZS","..","..","..","..","..","..","..","..","..",".."
Argentina,"ARG","Primary completion rate, both sexes (%)","SE.PRM.CMPT.ZS","99.1302","101.84921","105.08731","104.98727","104.80879","104.41399","103.22477","100.87737","..",".."
Argentina,"ARG","Revenue, excluding grants (% of GDP)","GC.REV.XGRT.GD.ZS","..","..","..","..","..","..","..","..","..",".."
Argentina,"ARG","Services, etc., value added (% of GDP)","NV.SRV.TETC.ZS","57.1906545891401","57.613246753544","59.6530312436525","62.029908353048","60.9208672562218","61.3798904106876","63.513095713944","63.8291477420591","62.9251285868245",".."
Argentina,"ARG","Surface area (sq. km)","AG.SRF.TOTL.K2","2780400","2780400","2780400","2780400","2780400","2780400","2780400","2780400","2780400","2780400"
Argentina,"ARG","Tax revenue (% of GDP)","GC.TAX.TOTL.GD.ZS","..","..","..","..","..","..","..","..","..",".."
Argentina,"ARG","Terrestrial and marine protected areas (% of total territorial area)","ER.PTD.TOTL.ZS","..","..","..","..","..","..","..","..","5.37",".."
Argentina,"ARG","Time required to start a business (days)","IC.REG.DURS","30","30","30.5","25.5","25","25","25","25","25","25"
Argentina,"ARG","Total debt service (% of exports of goods, services and primary income)","DT.TDS.DECT.EX.ZS","..","..","..","..","..","..","..","..","..",".."
Argentina,"ARG","Urban population growth (annual %)","SP.URB.GROW","1.25199592185262","1.23209156626324","1.22089953243591","1.21753086673578","1.2226130999074","1.22770693761002","1.22741303170623","1.21888727519024","1.19912436653272","1.17133810183968"
Australia,"AUS","Adolescent fertility rate (births per 1,000 women ages 15-19)","SP.ADO.TFRT","17.0638","17.1","16.7854","16.4708","16.1562","15.8416","15.527","14.966","14.405",".."
Australia,"AUS","Agriculture, value added (% of GDP)","NV.AGR.TOTL.ZS","2.97671147573822","2.40140164909284","2.52033603255602","2.46676813281851","2.37823048435696","2.4664067965104","2.44697456615554","2.48111485079099","2.40585943511611","2.38447872227832"
Australia,"AUS","Annual freshwater withdrawals, total (% of internal resources)","ER.H2O.FWTL.ZS","..","3.8130081300813","..","..","..","..","3.25609756097561","..","4.01422764227642",".."
Australia,"AUS","Births attended by skilled health staff (% of total)","SH.STA.BRTC.ZS","..","..","..","..","..","..","..","..","..",".."
Australia,"AUS","Cash surplus/deficit (% of GDP)","GC.BAL.CASH.GD.ZS","1.24887971818504","1.16646138565383","1.4712112392726","-2.90450460571222","-4.03116293452252","-3.67251976351172","-3.03196547926757","-1.46964378374726","-1.84566490257974",".."
Australia,"AUS","CO2 emissions (metric tons per capita)","EN.ATM.CO2E.PC","17.2938738229482","17.4670022470184","17.7040796829998","17.6318330513514","16.7109043539437","16.5192099166948","..","..","..",".."
Australia,"AUS","Contraceptive prevalence, any methods (% of women ages 15-49)","SP.DYN.CONU.ZS","..","..","..","..","..","..","..","..","..",".."
Australia,"AUS","Domestic credit provided by financial sector (% of GDP)","FS.AST.DOMS.GD.ZS","118.137298571351","146.415202103313","159.33279621292","150.993439477476","154.314064932512","151.893188716852","150.737403974609","156.502258902582","165.874889315221","173.868485140508"
Australia,"AUS","Electric power consumption (kWh per capita)","EG.USE.ELEC.KH.PC","10490.48454191","10972.8917398068","10749.1105547503","10791.5930978208","10746.8539721084","10742.4683160591","10445.1490202459","10133.8591836185","..",".."
Australia,"AUS","Energy use (kg of oil equivalent per capita)","EG.USE.PCAP.KG.OE","5709.32461747327","5868.34709712113","5964.6266682981","5862.55194383105","5648.6965856094","5638.49922453082","5558.60942947927","5586.33797736272","5484.74690213802",".."
Australia,"AUS","Exports of goods and services (% of GDP)","NE.EXP.GNFS.ZS","19.6046450547049","19.8960179801092","19.7587994644893","22.5244525248737","19.4443694734025","21.1415134824567","21.2794239748472","19.829399829308","20.9040514256793","19.7915890265293"
Australia,"AUS","External debt stocks, total (DOD, current US$)","DT.DOD.DECT.CD","..","..","..","..","..","..","..","..","..",".."
Australia,"AUS","Fertility rate, total (births per woman)","SP.DYN.TFRT.IN","1.908","1.959","1.984","1.971","1.928","1.927","1.921","1.859","1.859",".."
Australia,"AUS","Foreign direct investment, net inflows (BoP, current US$)","BX.KLT.DINV.CD.WD","30551100656.5983","44440090037.7723","45160024270.9394","28683266147.8801","35210733743.0829","65554890649.5349","57616867145.7733","54554048717.0606","45912963867.2024","36852280948.3905"
Australia,"AUS","Forest area (sq. km)","AG.LND.FRST.K2","1267550","1258690","1249830","1240970","1232110","1235190","1238270","1241350","1244430","1247510"
Australia,"AUS","GDP at market prices (current US$)","NY.GDP.MKTP.CD","746880802635.52","853053309256.497","1054557743957.03","926563834486.821","1142250506474.06","1389919156068.22","1537477830480.51","1563950959269.52","1454675479665.84","1339539063150.01"
Australia,"AUS","GDP growth (annual %)","NY.GDP.MKTP.KD.ZG","2.9828702853226","3.75765786437918","3.70669950604605","1.81967826084417","2.01818214420197","2.37956133560841","3.63272030319823","2.44004906206246","2.4998512224341","2.25782511179634"
Australia,"AUS","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","34140","37310","42360","44010","46530","50130","59810","65500","64620","60070"
Australia,"AUS","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","32990","34930","35950","38850","37650","40090","41300","44330","44710","44570"
Australia,"AUS","GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","706636892573.987","777088856220.991","900061907418.792","954753971107.948","1025186265964.61","1119902200888.19","1359417341367.39","1514268918218.51","1516201334225.03","1428649753411.53"
Australia,"AUS","GNI, PPP (current international $)","NY.GNP.MKTP.PP.CD","682770221669.58","727545751654.601","763866962617.802","842755010488.319","829426181345.354","895511206761.912","938653282384.757","1024826412356.52","1049069718085.67","1060009882651.91"
Australia,"AUS","Gross capital formation (% of GDP)","NE.GDI.TOTL.ZS","27.6834674306841","27.8689852319394","29.1473851406819","27.924390067535","27.5680773474954","27.1260715210367","28.3656573975585","28.4080181949025","27.2251034660332","26.5780823755646"
Australia,"AUS","Gross enrollment ratio, primary, both sexes (%)","SE.PRM.ENRR","103.01096","104.98486","105.05813","105.31906","105.70409","105.9915","106.45332","106.56777","..",".."
Australia,"AUS","Gross enrolment ratio, primary and secondary, gender parity index (GPI)","SE.ENR.PRSC.FM.ZS","1.00442","1.00635","1.00162","0.98997","0.98182","0.97995","0.97835","0.96755","..",".."
Australia,"AUS","Gross enrolment ratio, secondary, both sexes (%)","SE.SEC.ENRR","127.38962","126.36638","128.03406","130.31854","132.4567","134.26811","136.87962","137.58151","..",".."
Australia,"AUS","High-technology exports (% of manufactured exports)","TX.VAL.TECH.MF.ZS","12.3183322072689","10.2572137069255","10.7883672863433","11.9257581380856","11.8668243456617","13.0670969606645","12.7295858228898","12.9099946244496","13.5987282005105","13.5130644616485"
Australia,"AUS","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","94","94","94","94","94","94","94","94","93",".."
Australia,"AUS","Imports of goods and services (% of GDP)","NE.IMP.GNFS.ZS","21.4126034801821","21.5065520269039","22.359439055097","22.422502441478","20.4159941764208","20.1020006454839","21.41617361235","21.0597992761662","21.3976213225225","21.2031488355222"
Australia,"AUS","Improved sanitation facilities (% of population with access)","SH.STA.ACSN","100","100","100","100","100","100","100","100","100","100"
Australia,"AUS","Improved water source (% of population with access)","SH.H2O.SAFE.ZS","100","100","100","100","100","100","100","100","100","100"
Australia,"AUS","Income share held by lowest 20%","SI.DST.FRST.20","..","..","7.09","..","7.09","..","..","..","..",".."
Australia,"AUS","Industry, value added (% of GDP)","NV.IND.TOTL.ZS","27.8882037615234","27.8964886934172","27.7337093566419","28.9364951275818","27.1078620067165","28.551159177702","28.280016183087","26.8649984931221","27.06539552942","27.1243607297881"
Australia,"AUS","Inflation, GDP deflator (annual %)","NY.GDP.DEFL.KD.ZG","5.06673553614839","4.9773133838998","4.537811642477","4.92616799799296","1.00790081932838","6.18684184041575","2.05591428035885","-0.199371324320381","1.41362111752757","-0.639551209457196"
Australia,"AUS","Internet users (per 100 people)","IT.NET.USER.P2","66","69.45","71.67","74.25","76","79.4876977139029","79","83","84.56",".."
Australia,"AUS","Life expectancy at birth, total (years)","SP.DYN.LE00.IN","81.0414634146342","81.2926829268293","81.3951219512195","81.5439024390244","81.6951219512195","81.8951219512195","82.0463414634146","82.1487804878049","82.2512195121951",".."
Australia,"AUS","Merchandise trade (% of GDP)","TG.VAL.TOTL.GD.ZS","35.171663680877","35.952543724062","36.7480757901287","34.5148435646771","36.2681577860529","37.0837395649722","33.6665017041728","31.6583456191784","32.8713178082745","29.6269075622736"
Australia,"AUS","Military expenditure (% of GDP)","MS.MIL.XPND.GD.ZS","1.89567473389378","1.89032280628126","1.8858329916354","1.93176734402948","1.95180895699173","1.82898932114244","1.69813674427214","1.6869120162059","1.80511782947889","1.95007180159901"
Australia,"AUS","Mobile cellular subscriptions (per 100 people)","IT.CEL.SETS.P2","94.7014037422295","100.064604268965","102.194053664352","100.739011404518","100.426307443402","104.610550956231","105.585694973435","106.843497367233","131.230546848819",".."
Australia,"AUS","Mortality rate, under-5 (per 1,000)","SH.DYN.MORT","5.6","5.4","5.2","5","4.8","4.5","4.3","4.1","3.9","3.8"
Australia,"AUS","Net barter terms of trade index (2000 = 100)","TT.PRI.MRCH.XD.WD","145.5161197847","152.3912420323","174.6305017351","162.9756368157","178.9001644788","200.4326852485","181.9911308727","176.9916007623","165.0740496659",".."
Australia,"AUS","Net migration","SM.POP.NETM","..","1132688","..","..","..","..","1023107","..","..",".."
Australia,"AUS","Net official development assistance and official aid received (current US$)","DT.ODA.ALLD.CD","..","..","..","..","..","..","..","..","..",".."
Australia,"AUS","Overall level of statistical capacity (scale 0 - 100)","IQ.SCI.OVRL","..","..","..","..","..","..","..","..","..",".."
Australia,"AUS","Personal remittances, received (current US$)","BX.TRF.PWKR.CD.DT","1014841490.87418","1341851616.34835","1526025147.3275","1334648952.60383","1864472761.35169","2449287569.05191","2440634974.57651","2460025873.83879","2327827157.22039","2173991482.99777"
Australia,"AUS","Population density (people per sq. km of land area)","EN.POP.DNST","2.69423219608711","2.71111516082423","2.76599455892116","2.82359449643987","2.86785858401781","2.90798641031983","2.95852205719641","3.00917082123843","3.05430483058459","3.09557931869362"
Australia,"AUS","Population growth (annual %)","SP.POP.GROW","1.47522794532757","0.624678435014185","2.00402174031569","2.0610451296841","1.55548958906995","1.38952731561803","1.72289521851643","1.69747274985435","1.48874492272964","1.34230521538215"
Australia,"AUS","Population, total","SP.POP.TOTL","20697900","20827600","21249200","21691700","22031750","22340024","22728254","23117353","23464086","23781169"
Australia,"AUS","Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population)","SI.POV.DDAY","..","..","..","..","..","..","..","..","..",".."
Australia,"AUS","Poverty headcount ratio at national poverty lines (% of population)","SI.POV.NAHC","..","..","..","..","..","..","..","..","..",".."
Australia,"AUS","Prevalence of HIV, total (% of population ages 15-49)","SH.DYN.AIDS.ZS","..","..","..","..","..","..","..","..","..",".."
Australia,"AUS","Prevalence of underweight, weight for age (% of children under 5)","SH.STA.MALN.ZS","..","0.200000002980232","..","..","..","..","..","..","..",".."
Australia,"AUS","Primary completion rate, both sexes (%)","SE.PRM.CMPT.ZS","..","..","..","..","..","..","..","..","..",".."
Australia,"AUS","Revenue, excluding grants (% of GDP)","GC.REV.XGRT.GD.ZS","26.9775265805476","26.4311103011963","26.5960689032812","24.5017120144558","23.3806062167016","22.7887742544129","23.6558764786599","24.6230114085502","24.615386557178",".."
Australia,"AUS","Services, etc., value added (% of GDP)","NV.SRV.TETC.ZS","69.0878371022596","69.6528204596068","69.7017688099689","68.6295089446839","70.6026753122636","68.9824340257876","69.2730092507575","70.6538866560869","70.5287450354639","70.4911605479335"
Australia,"AUS","Surface area (sq. km)","AG.SRF.TOTL.K2","7741220","7741220","7741220","7741220","7741220","7741220","7741220","7741220","7741220","7741220"
Australia,"AUS","Tax revenue (% of GDP)","GC.TAX.TOTL.GD.ZS","24.5824202483324","24.1114405991897","24.2507052560357","22.0905091067727","20.601605339926","20.4331835479626","21.3181887077931","22.1971118806757","22.1833194705467",".."
Australia,"AUS","Terrestrial and marine protected areas (% of total territorial area)","ER.PTD.TOTL.ZS","..","..","..","..","..","..","..","..","29.03",".."
Australia,"AUS","Time required to start a business (days)","IC.REG.DURS","3","3","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5"
Australia,"AUS","Total debt service (% of exports of goods, services and primary income)","DT.TDS.DECT.EX.ZS","..","..","..","..","..","..","..","..","..",".."
Australia,"AUS","Urban population growth (annual %)","SP.URB.GROW","1.64553820402891","0.792431109636427","2.1703666679718","2.22485410716343","1.7167787678767","1.54942700079676","1.88029608049298","1.85238558502299","1.64117527595558","1.49226714589492"
Brazil,"BRA","Adolescent fertility rate (births per 1,000 women ages 15-19)","SP.ADO.TFRT","72.8942","70.881","70.3938","69.9066","69.4194","68.9322","68.445","67.8778","67.3106",".."
Brazil,"BRA","Agriculture, value added (% of GDP)","NV.AGR.TOTL.ZS","5.1380722103753","5.18001938325383","5.40846160084402","5.23598111000147","4.84225550064323","5.11128140586599","4.9124788393435","5.29436856684314","5.22268131904177","5.21479449464302"
Brazil,"BRA","Annual freshwater withdrawals, total (% of internal resources)","ER.H2O.FWTL.ZS","..","1.02579049637873","..","..","..","..","1.32185126302773","..","1.32185126302773",".."
Brazil,"BRA","Births attended by skilled health staff (% of total)","SH.STA.BRTC.ZS","97","..","..","..","..","98.08","98.1","..","..",".."
Brazil,"BRA","Cash surplus/deficit (% of GDP)","GC.BAL.CASH.GD.ZS","-2.83731092805499","-1.83023519882885","-1.17853378952905","-3.37247505333888","-1.6189638119831","-2.44605507233028","-1.80409842703882","..","..",".."
Brazil,"BRA","CO2 emissions (metric tons per capita)","EN.ATM.CO2E.PC","1.82313307231817","1.88403447079654","1.99042894229295","1.86652237546496","2.11341454484465","2.19139356376845","..","..","..",".."
Brazil,"BRA","Contraceptive prevalence, any methods (% of women ages 15-49)","SP.DYN.CONU.ZS","80.3","..","..","..","..","..","..","..","..",".."
Brazil,"BRA","Domestic credit provided by financial sector (% of GDP)","FS.AST.DOMS.GD.ZS","82.9100875186163","87.3153294974317","85.9087810884461","90.474934067301","93.3886789165426","95.2147115333087","101.250114747329","100.331297344255","105.107335604577","108.721522773795"
Brazil,"BRA","Electric power consumption (kWh per capita)","EG.USE.ELEC.KH.PC","2044.85892452464","2137.76499203481","2198.48369019378","2165.68474296494","2339.44492027479","2394.39848826425","2463.2761767319","2529.3037097631","..",".."
Brazil,"BRA","Energy use (kg of oil equivalent per capita)","EG.USE.PCAP.KG.OE","1168.42938262865","1221.36231051455","1276.27463668681","1222.42911177943","1338.58958871663","1346.6496534289","1391.90930936588","1437.79598916529","..",".."
Brazil,"BRA","Exports of goods and services (% of GDP)","NE.EXP.GNFS.ZS","14.3743177903671","13.3276451578395","13.5340084243278","10.8513549192329","10.7381966561739","11.4732564823313","11.7245800588941","11.6633546225822","11.1868352525183","13.0426947536148"
Brazil,"BRA","External debt stocks, total (DOD, current US$)","DT.DOD.DECT.CD","194303020000","238444455000","262955670000","281651132000","352364412000","404046105000","440512741000","483814083000","556871157000",".."
Brazil,"BRA","Fertility rate, total (births per woman)","SP.DYN.TFRT.IN","2.002","1.944","1.898","1.863","1.838","1.823","1.812","1.801","1.79",".."
Brazil,"BRA","Foreign direct investment, net inflows (BoP, current US$)","BX.KLT.DINV.CD.WD","19378093068.2773","44579492463.6336","50716402711.4787","31480932200","88452079263.99","101157817518.34","86606502980.75","69181422946.63","96894980842.28","75074564670.27"
Brazil,"BRA","Forest area (sq. km)","AG.LND.FRST.K2","5050788","5034236","5017684","5001132","4984580","4974740","4964900","4955060","4945220","4935380"
Brazil,"BRA","GDP at market prices (current US$)","NY.GDP.MKTP.CD","1107640325472.35","1397084381901.29","1695824517395.57","1667020106031.81","2208872214643.02","2614573170731.71","2460658440428.04","2465773850934.56","2417046323841.9","1774724818900.48"
Brazil,"BRA","GDP growth (annual %)","NY.GDP.MKTP.KD.ZG","3.96050202907196","6.07228369037966","5.0937670118105","-0.126147414522819","7.52879738130943","3.91025534813345","1.91545862251941","3.01514051081094","0.103371359100009","-3.84736249471105"
Brazil,"BRA","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","4710","5980","7330","7990","9650","11010","12020","12180","11790","9850"
Brazil,"BRA","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","11030","11870","12510","12470","13880","14580","14750","15110","15630","15020"
Brazil,"BRA","GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","898062843053.353","1152771794401.6","1427429227957.63","1572431407312.16","1916259918945.84","2207921370327.45","2432060895650.26","2486873995686.96","2429860930043.96","2047109614135.39"
Brazil,"BRA","GNI, PPP (current international $)","NY.GNP.MKTP.PP.CD","2103693691269","2288657425016.48","2436485679346.43","2453732775406.43","2757521956561.33","2923558911954.14","2985387954005.45","3086936947560.98","3221116295290.07","3122692581052.08"
Brazil,"BRA","Gross capital formation (% of GDP)","NE.GDI.TOTL.ZS","17.8165141422316","19.819333645313","21.6193758897268","18.7961140580371","21.8013159547157","21.8137769345477","21.4124187042959","21.7312287981371","20.8645211884001","17.7119274458144"
Brazil,"BRA","Gross enrollment ratio, primary, both sexes (%)","SE.PRM.ENRR","..","..","..","..","..","..","..","..","..",".."
Brazil,"BRA","Gross enrolment ratio, primary and secondary, gender parity index (GPI)","SE.ENR.PRSC.FM.ZS","..","..","..","..","..","..","..","..","..",".."
Brazil,"BRA","Gross enrolment ratio, secondary, both sexes (%)","SE.SEC.ENRR","..","..","..","..","..","..","..","..","..",".."
Brazil,"BRA","High-technology exports (% of manufactured exports)","TX.VAL.TECH.MF.ZS","12.0764232711397","11.8659413226512","11.6469356522228","13.1972778587211","11.2076318528468","9.72019416244045","10.4927030694402","9.63455019027836","10.6149904729823","12.3050408206255"
